备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
苏备2024023752,注射用头孢哌酮钠舒巴坦钠,国药准字H20013055,苏州东瑞制药有限公司,江苏省苏州吴中经济开发区民丰路268号,"苏州东瑞制药有限公司,华北制药河北华民药业有限责任公司","江苏省苏州吴中经济开发区善丰路99号,石家庄经济技术开发区海南路98号",注射用头孢哌酮钠舒巴坦钠（1.0g）生产场地变更（生产企业内部改变生产地址）而引起生产工艺、关键设备和生产批量变更，具体如下：（1）无菌混合工序的混合转速和混合时间；（2）无菌混合工序的混粉分装时限；（3）无菌分装工序的分装时限；（4）轧盖时限；与（5）混合机、（6）分装机的设备变更；以及（7）生产批量的变更。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024022925,马来酸噻吗洛尔滴眼液,国药准字H32021200,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,根据国家药监局国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）变更我司马来酸噻吗洛尔滴眼液的质量标准，由“《中国药典》2020年版二部”变更为“《中国药典》2020年版第一增补本”。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024022946,玉屏风胶囊,国药准字Z10980026,江苏吉贝尔药业股份有限公司,镇江市高新技术产业开发园区,江苏吉贝尔药业股份有限公司,镇江市高新技术产业开发园区,根据《国家药监局关于修订玉屏风制剂说明书的公告（2024年第42号）》要求，对说明书【不良反应】【禁忌】【注意事项】【说明书修订日期】等项进行修订，对标签【不良反应】等项进行修订。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024022927,萘普生片,国药准字H32025267,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,根据国家药监局国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）变更我司萘普生片的质量标准，由“《中国药典》2020年版二部”变更为“《中国药典》2020年版第一增补本”。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023603,磷酸奥司他韦颗粒,国药准字H20243826,江苏诺泰澳赛诺生物制药股份有限公司,连云港经济技术开发区临浦路28号,江西施美药业股份有限公司,江西省抚州市东乡区大富工业园区,依据国家局《关于仿制药质量和疗效一致性评价工作有关事项的公告》，申请在本品包装标签和说明书上增加“通过一致性评价”标识。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023089,注射用头孢哌酮钠舒巴坦钠,国药准字H20013055,苏州东瑞制药有限公司,江苏省苏州吴中经济开发区民丰路268号,"苏州东瑞制药有限公司,华北制药河北华民药业有限责任公司,湖南科伦制药有限公司","江苏省苏州吴中经济开发区天灵路22号,石家庄经济技术开发区海南路98号,湖南省岳阳经济技术开发区康王工业园",注射用头孢哌酮钠舒巴坦钠（1.0g）因生产场地变更（增加委托生产）而引起生产工艺和生产批量变更，具体如下：（1）无菌混合工序的混合转速和混合时间；（2）无菌混合工序的混粉分装时限；（3）灭菌后内包材存放时限；（4）注射剂瓶清洗灭菌后存放时限；（5）胶塞清洗灭菌后存放时限变更；以及（6）生产批量变更。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023751,头孢泊肟酯片,国药准字H20051858,苏州东瑞制药有限公司,江苏省苏州吴中经济开发区民丰路268号,"苏州东瑞制药有限公司,华北制药河北华民药业有限责任公司","江苏省苏州吴中经济开发区善丰路99号,石家庄经济技术开发区海南路98号",头孢泊肟酯片因生产场地变更（生产企业内部改变生产地址）而引起生产工艺和关键设备变更，具体如下：（1）预混工序的混合转速；（2）制粒工序的工艺参数；（3）总混工序的混合转速和混合时间；（4）压片工序的工艺参数；（5）内包装工序的上温和下温温度、热封温度以及生产速度；以及（6）混合机的设备变更。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023539,舒更葡糖钠注射液,国药准字H20243936,南京正大天晴制药有限公司,南京经济技术开发区惠欧路9号,南京正大天晴制药有限公司,南京经济技术开发区惠欧路9号,根据国家药品监督管理局标准YBH09812024，制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由12个月变更为24个月。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023750,注射用头孢他啶,国药准字H20023271,苏州东瑞制药有限公司,江苏省苏州吴中经济开发区民丰路268号,"苏州东瑞制药有限公司,华北制药河北华民药业有限责任公司","江苏省苏州吴中经济开发区善丰路99号,石家庄经济技术开发区海南路98号",注射用头孢他啶（1.0g）因生产场地变更（生产企业内部改变生产地址）而引起生产工艺、关键设备和生产批量变更，具体如下：（1）无菌分装工序的分装时限；（2）轧盖时限；和（3）分装机的设备变更；以及（4）生产批量变更。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023088,注射用头孢哌酮钠舒巴坦钠,国药准字H20059088,苏州东瑞制药有限公司,江苏省苏州吴中经济开发区民丰路268号,"苏州东瑞制药有限公司,华北制药河北华民药业有限责任公司,湖南科伦制药有限公司","江苏省苏州吴中经济开发区天灵路22号,石家庄经济技术开发区海南路98号,湖南省岳阳经济技术开发区康王工业园",注射用头孢哌酮钠舒巴坦钠（1.5g）因生产场地变更（增加委托生产）而引起生产工艺变更，具体如下：（1）无菌混合工序的混合转速和混合时间；（2）注射剂瓶清洗灭菌后存放时限；以及（3）胶塞清洗灭菌后存放时限变更。,江苏省药品监督管理局,2024-06-22,已备案,详情
Y苏备2024023329,利鲁唑,国药准字H20041717/Y20190004077,无,无,江苏恩华药业股份有限公司,徐州工业园区天永路6号,根据质量标准《中国药典》2020年版二部制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由24个月变更为36个月。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023288,地舒单抗注射液,国药准字S20233111,江苏泰康生物医药有限公司,泰州市药城大道1号G03幢厂房,江苏泰康生物医药有限公司,泰州市健康大道803号G55幢,按照本品已批准的原液长期稳定性研究方案持续考察稳定性，稳定性数据结果符合方案要求，拟申请将地舒单抗原液有效期由24个月延长至36个月，同时修订制造检定规程中原液效期内容。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023275,甲磺酸瑞厄替尼片,国药准字H20240020,南京圣和药业股份有限公司,南京经济技术开发区惠中路9号,南京圣和药业股份有限公司,南京经济技术开发区惠中路9号,根据本品质量标准YBH11232024制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由18个月变更为36个月。,江苏省药品监督管理局,2024-06-22,已备案,详情
苏备2024023459,酒石酸美托洛尔片,国药准字H32025116,江苏美通制药有限公司,泰州市佩兰路16号,江苏美通制药有限公司,江苏省泰州市佩兰路16号,我公司申请对酒石酸美托洛尔片电子说明书（完整版）进行备案，通过支付宝扫描该产品小盒包装监管码，可以在码上放心平台获得电子说明书（完整版），该平台支持大号字说明书和部分语音播报功能，字体最大可放大5倍，该产品电子说明书与药品监管部门核准的最新版本药品说明书一致。,江苏省药品监督管理局,2024-06-22,已备案,详情
浙备2024023590,五子衍宗丸,国药准字Z33020144,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,"1、根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为第一批参与试点的药品上市许可持有人对五子衍宗丸的说明书进行相应的修订。修订内容为:在纸质说明书(完整版)上，增加一个可获得电子说明书(完整版)的二维码。
2、本品上市许可持有人注册地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”；生产企业地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”，并对说明书、包装标签作相应修订。
3、将产品说明书中“如有问题可与生产企业联系”修订为“如有问题可与上市许可持有人联系”。",浙江省药品监督管理局,2024-06-22,已备案,详情
浙备2024023587,麻仁丸,国药准字Z33020142,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,"1、根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为第一批参与试点的药品上市许可持有人对麻仁丸的说明书进行相应的修订。修订内容为:在纸质说明书(完整版)上，增加一个可获得电子说明书(完整版)的二维码。
2、本品上市许可持有人注册地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”；生产企业地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”，并对说明书、包装标签作相应修订。
3、将产品说明书中“如有问题可与生产企业联系”修订为“如有问题可与上市许可持有人联系”。",浙江省药品监督管理局,2024-06-22,已备案,详情
苏备2024023302,他克莫司软膏,国药准字H20227155,江苏知原药业股份有限公司,无锡市锡山区锡北镇工业园区泾新路35号,江苏知原药业股份有限公司,无锡市锡山区锡北镇工业园区泾新路35号,根据《药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和国家药监局公布药品说明书适老化及无障碍改革试点名单（第一批），对药品说明书适老化及无障碍改革试点，试点方式为：3.提供纸质药品说明书（简化版），同时提供电子药品说明书（完整版）。,江苏省药品监督管理局,2024-06-22,已备案,详情
